image_id,has_face,eye_open,mouth_open,mouth_width,smile,brow_raise,activity
img_051,1,0.04592229425907135,0.17607294023036957,0.5100354552268982,-1.012316559467763e-07,0.14757287502288818,0.11831266433000565
img_052,1,0.1260707527399063,0.0014535688096657395,0.47406449913978577,9.819647317499403e-08,0.12436559051275253,0.07588285207748413
img_053,1,0.10438060015439987,0.0014860194642096758,0.49617916345596313,0.0,0.10122429579496384,0.06259150803089142
img_054,1,0.10890955477952957,0.2796045243740082,0.6712732315063477,-9.680223200803084e-08,0.08606643229722977,0.17261892557144165
img_055,1,0.10236372798681259,0.22622375190258026,0.6801813840866089,0.0,0.08039896935224533,0.14751479029655457
img_056,1,0.11043820530176163,0.26101842522621155,0.5951041579246521,-9.939325451568948e-08,0.07722975313663483,0.164028599858284
img_057,1,0.050611235201358795,0.012968955561518669,0.49556952714920044,0.0,0.13149915635585785,0.051731906831264496
img_058,1,0.11573830246925354,0.025344043970108032,0.6196078062057495,-7.352471698141017e-08,0.06522531807422638,0.06947800517082214
img_059,1,0.07451862841844559,0.037252794951200485,0.5469183325767517,0.0,0.08088673651218414,0.060885921120643616
img_060,1,0.12616634368896484,0.10857201367616653,0.5430653691291809,0.0,0.09519790858030319,0.11293493211269379
img_061,1,0.09791166335344315,0.09827393293380737,0.5191241502761841,-1.0741949552084407e-07,0.13517159223556519,0.10550855845212936
img_062,1,0.07428845018148422,0.4249580204486847,0.5993338227272034,1.2993017151075037e-07,0.11087746918201447,0.22187407314777374
img_063,1,0.017737433314323425,0.5214619636535645,0.653555154800415,0.0,0.15248939394950867,0.24617764353752136
img_064,0,,,,,,
img_065,1,0.08677034080028534,0.15663719177246094,0.6057859063148499,9.550720392326184e-08,0.1406739056110382,0.12549778819084167
img_066,1,0.07560068368911743,0.11318155378103256,0.572043240070343,0.0,0.10415655374526978,0.09634420275688171
img_067,1,0.12620598077774048,0.010283020325005054,0.4900254011154175,0.0,0.07121091336011887,0.06883778423070908
img_068,1,0.09591565281152725,0.019574884325265884,0.4127858877182007,8.956915564795054e-08,0.09990856796503067,0.06617792695760727
img_069,1,0.09906793385744095,0.5920128226280212,0.6205891966819763,-1.288937880872254e-07,0.014601732604205608,0.27935266494750977
img_070,1,0.01730094477534294,0.48768290877342224,0.6363502144813538,0.0,0.10606425255537033,0.22320638597011566
img_071,1,0.09753451496362686,0.004147961735725403,0.5616742968559265,0.0,0.15496858954429626,0.07166671007871628
img_072,1,0.029608428478240967,0.4487234950065613,0.6265637278556824,-9.214420515490929e-08,0.05101974308490753,0.20153671503067017
img_073,1,0.03911522403359413,0.1677515059709549,0.7801681756973267,0.0,0.0991840586066246,0.10258350521326065
img_074,1,0.10635589808225632,0.5069803595542908,0.6353752017021179,2.1640435932113178e-07,0.06930652260780334,0.25919580459594727
img_075,0,,,,,,
img_076,0,,,,,,
img_077,0,,,,,,
img_078,0,,,,,,
img_079,1,0.04450603947043419,0.18238727748394012,0.7548826336860657,0.0,0.2533416450023651,0.14142565429210663
img_080,1,0.09840954095125198,0.41000935435295105,0.6908190846443176,2.755315904323652e-07,0.1001921072602272,0.22340598702430725
img_081,0,,,,,,
img_082,0,,,,,,
img_083,0,,,,,,
img_084,0,,,,,,
img_085,0,,,,,,
img_086,1,0.06727912276983261,0.2720995843410492,0.8347219228744507,0.0,0.12025990337133408,0.15980346500873566
img_087,0,,,,,,
img_088,0,,,,,,
img_089,1,0.03911979869008064,0.19576755166053772,0.7506134510040283,-2.2374841535111045e-07,0.14177796244621277,0.12231052666902542
img_090,1,0.0646972805261612,0.09324847161769867,0.5229901075363159,0.0,0.07484110444784164,0.07814652472734451
img_091,0,,,,,,
img_092,0,,,,,,
img_093,1,0.07695426791906357,0.21794520318508148,0.7840585112571716,0.0,0.10658002644777298,0.13927578926086426
img_094,1,0.03753054887056351,0.20321372151374817,0.7707042694091797,1.3994947778428468e-07,0.11745581030845642,0.11978887021541595
img_095,0,,,,,,
img_096,0,,,,,,
img_097,1,0.053731150925159454,0.24625001847743988,0.78117835521698,-1.0192744070991466e-07,0.13178269565105438,0.1463489979505539
img_098,0,,,,,,
img_099,1,0.07501368224620819,0.16280974447727203,0.8094798922538757,1.2082000289126427e-08,0.08876267075538635,0.11288190633058548
img_100,1,0.10963867604732513,0.011435353197157383,0.5006769299507141,0.0,0.06963067501783371,0.06235574930906296
img_101,1,0.12023492157459259,0.0013006340013816953,0.5408037304878235,6.92513992817112e-08,0.1517869532108307,0.07897161692380905
img_102,1,0.11959575116634369,0.04495067521929741,0.4699561893939972,0.0,0.1178838461637497,0.08939534425735474
img_103,1,0.10449033230543137,0.003002909244969487,0.5407872200012207,0.0,0.11084945499897003,0.06516718864440918
img_104,1,0.1287713348865509,0.006512317340821028,0.5403384566307068,-1.437030050510657e-07,0.08229770511388779,0.07057300209999084
img_105,1,0.13291534781455994,0.004292472265660763,0.5635157823562622,-1.6618444931282284e-07,0.17687726020812988,0.09025858342647552
img_106,1,0.10099288821220398,0.010349147021770477,0.49320289492607117,1.279022399103269e-07,0.14785467088222504,0.07410775125026703
img_107,1,0.10883816331624985,0.0070260618813335896,0.553260862827301,-1.2591885933943558e-07,0.1463366597890854,0.07561302185058594
img_108,1,0.22452329099178314,0.01730765402317047,0.28079739212989807,0.0,0.23892509937286377,0.14451740682125092
img_109,1,0.0755649134516716,0.008816170506179333,0.6231194734573364,-1.1412409151034808e-07,0.047577932476997375,0.04326802119612694
img_110,1,0.11664246022701263,0.007154152262955904,0.6264535188674927,0.0,0.09241117537021637,0.06800088286399841
img_111,0,,,,,,
img_112,1,0.1024111658334732,0.013839717954397202,0.5901393890380859,-1.2869487875377672e-07,0.1098407581448555,0.06846850365400314
img_113,1,0.10325207561254501,0.062157049775123596,0.5351741313934326,0.0,0.1727830469608307,0.10072025656700134
img_114,1,0.09662628918886185,0.006981712765991688,0.6433357000350952,-6.869085211747006e-08,0.056355997920036316,0.05271439999341965
img_115,1,0.11343621462583542,0.0014820051146671176,0.5057911276817322,0.0,0.1434950977563858,0.07466630637645721
img_116,1,0.11354350298643112,0.003909714054316282,0.4794183671474457,-1.457754592593119e-07,0.13370934128761292,0.07372315227985382
img_117,1,0.10560953617095947,0.025179501622915268,0.5651581287384033,-1.2694263773482817e-07,0.12627074122428894,0.07756976783275604
img_118,1,0.13804572820663452,0.005368919111788273,0.5145918130874634,0.0,0.10042311996221542,0.07745048403739929
img_119,1,0.12130340933799744,0.0004019509651698172,0.5127196907997131,0.0,0.09066513925790787,0.06681517511606216
img_120,1,0.11680839955806732,0.004468460567295551,0.545674741268158,-9.953565438536316e-08,0.1148596704006195,0.07148268073797226
img_121,1,0.11729082465171814,0.001784990425221622,0.6136772632598877,-5.770287003770136e-08,0.07588813453912735,0.06280795484781265
img_122,1,0.04405113682150841,0.0005306031089276075,0.5355103015899658,1.313795223722991e-07,0.16462595760822296,0.050757888704538345
img_123,1,0.09561687707901001,0.010677710175514221,0.46378353238105774,0.0,0.17324510216712952,0.0771668553352356
img_124,1,0.08872760832309723,0.002849982352927327,0.6136910319328308,0.0,0.10343386977910995,0.057317815721035004
img_125,1,0.12357325106859207,0.1278635561466217,0.5809712409973145,0.0,0.1099703460931778,0.12256879359483719
img_126,1,0.14054176211357117,0.237880676984787,0.5297641754150391,0.0,0.11036361008882523,0.17344169318675995
img_127,1,0.13207700848579407,0.20080164074897766,0.48866719007492065,1.0786892801206704e-07,0.056675199419260025,0.14448650181293488
img_128,1,0.13573570549488068,0.08170614391565323,0.5996741056442261,0.0,0.11602624505758286,0.11018198728561401
img_129,1,0.1465703547000885,0.22641682624816895,0.5336864590644836,0.0,0.16803115606307983,0.18280109763145447
img_130,1,0.14820465445518494,0.1982697993516922,0.6497741341590881,-8.415378971449172e-08,0.18508313596248627,0.17560641467571259
img_131,1,0.1335274577140808,0.32039201259613037,0.4854542911052704,0.0,0.06515620648860931,0.19459903240203857
img_132,1,0.145603746175766,0.11303681135177612,0.45677170157432556,-1.1563792412516705e-07,0.09466918557882309,0.12239006161689758
img_133,1,0.10976993292570114,0.19964253902435303,0.6603057980537415,0.0,0.09090907871723175,0.14194680750370026
img_134,1,0.0710957795381546,0.10488088428974152,0.5947290062904358,-8.593405453893865e-08,0.10751231014728546,0.09189312160015106
img_135,1,0.13116255402565002,0.3667369484901428,0.5688090920448303,-6.294747834090231e-08,0.10609803348779678,0.22037941217422485
img_136,1,0.08404439687728882,0.27631983160972595,0.647536039352417,0.0,0.10391130298376083,0.16492795944213867
img_137,1,0.10381186008453369,0.1357424110174179,0.5870367288589478,-9.242322107638756e-08,0.1110057383775711,0.1180228590965271
img_138,1,0.09333636611700058,0.12460608780384064,0.6351521611213684,1.4720936292178521e-07,0.09041812270879745,0.10526060312986374
img_139,1,0.08894818276166916,0.015165635384619236,0.5436378717422485,1.1092291174463753e-07,0.05366811156272888,0.05237915366888046
img_140,1,0.10340473055839539,0.00777240889146924,0.6180139780044556,0.0,0.1401645690202713,0.07250377535820007
img_141,1,0.15541572868824005,0.2598123252391815,0.5050920844078064,6.330706270318842e-08,0.11485367268323898,0.1890619546175003
img_142,1,0.14354857802391052,0.1925741285085678,0.5424988269805908,0.0,0.12495731562376022,0.1594405472278595
img_143,1,0.1517588496208191,0.2904629707336426,0.3965248167514801,9.085935204211637e-08,0.12721294164657593,0.2023313194513321
img_144,1,0.15395808219909668,0.4113963842391968,0.5356589555740356,0.0,0.09606511145830154,0.2453548163175583
img_145,1,0.09023785591125488,0.492085725069046,0.6495094299316406,1.3778176821688248e-07,0.046658486127853394,0.24226114153862
img_146,1,0.13450606167316437,0.48509177565574646,0.6098382472991943,7.55102718130729e-08,0.07996182888746262,0.2638314962387085
img_147,1,0.07551990449428558,0.3993515372276306,0.5961996912956238,0.0,0.10155917704105377,0.21026040613651276
img_148,1,0.14320838451385498,0.3213306963443756,0.543420135974884,9.232172004658423e-08,0.07361512631177902,0.20053866505622864
